time(sec),hr(heart rate),ppg
114.2333,60,0.99451
114.2667,60,0.99454
114.3,60,0.9511
114.3333,60,0.8661
114.3667,60,0.74324
114.4,60,0.58791
114.4333,60,0.40687
114.4667,60,0.20806
114.5,60,0.00014967
114.5333,60,-0.20777
114.5667,60,-0.4066
114.6,60,-0.58766
114.6333,60,-0.74304
114.6667,60,-0.86595
114.7,60,-0.95101
114.7333,60,-0.99451
114.7667,60,-0.99454
114.8,60,-0.9511
114.8333,60,-0.8661
114.8667,60,-0.74325
114.9,60,-0.58791
114.9333,60,-0.40687
114.9667,60,-0.20806
115,60,-0.00015033
115.0333,60,0.20776
115.0667,60,0.4066
115.1,60,0.58766
115.1333,60,0.74304
115.1667,60,0.86595
115.2,60,0.95101
115.2333,60,0.99451
115.2667,60,0.99454
115.3,60,0.9511
115.3333,60,0.8661
115.3667,60,0.74325
115.4,60,0.58791
115.4333,60,0.40687
115.4667,60,0.20806
115.5,60,0.00015098
115.5333,60,-0.20776
115.5667,60,-0.4066
115.6,60,-0.58766
115.6333,60,-0.74304
115.6667,60,-0.86595
115.7,60,-0.95101
115.7333,60,-0.99451
115.7667,60,-0.99454
115.8,60,-0.9511
115.8333,60,-0.8661
115.8667,60,-0.74325
115.9,60,-0.58791
115.9333,60,-0.40688
115.9667,60,-0.20806
116,60,-0.00015163
116.0333,60,0.20776
116.0667,60,0.4066
116.1,60,0.58766
116.1333,60,0.74304
116.1667,60,0.86595
116.2,60,0.95101
116.2333,60,0.99451
116.2667,60,0.99454
116.3,60,0.9511
116.3333,60,0.8661
116.3667,60,0.74325
116.4,60,0.58791
116.4333,60,0.40688
116.4667,60,0.20806
116.5,60,0.00015229
116.5333,60,-0.20776
116.5667,60,-0.4066
116.6,60,-0.58766
116.6333,60,-0.74304
116.6667,60,-0.86595
116.7,60,-0.95101
116.7333,60,-0.99451
116.7667,60,-0.99454
116.8,60,-0.9511
116.8333,60,-0.8661
116.8667,60,-0.74325
116.9,60,-0.58791
116.9333,60,-0.40688
116.9667,60,-0.20806
117,60,-0.00015294
117.0333,60,0.20776
117.0667,60,0.4066
117.1,60,0.58766
117.1333,60,0.74304
117.1667,60,0.86595
117.2,60,0.95101
117.2333,60,0.99451
117.2667,60,0.99454
117.3,60,0.9511
117.3333,60,0.8661
117.3667,60,0.74325
117.4,60,0.58791
117.4333,60,0.40688
117.4667,60,0.20806
117.5,60,0.00015359
117.5333,60,-0.20776
117.5667,60,-0.4066
117.6,60,-0.58766
117.6333,60,-0.74304
117.6667,60,-0.86595
117.7,60,-0.95101
117.7333,60,-0.99451
117.7667,60,-0.99454
117.8,60,-0.9511
117.8333,60,-0.8661
117.8667,60,-0.74325
117.9,60,-0.58791
117.9333,60,-0.40688
117.9667,60,-0.20806
118,60,-0.00015425
118.0333,60,0.20776
118.0667,60,0.4066
118.1,60,0.58766
118.1333,60,0.74304
118.1667,60,0.86595
118.2,60,0.95101
118.2333,60,0.99451
118.2667,60,0.99454
118.3,60,0.9511
118.3333,60,0.8661
118.3667,60,0.74325
118.4,60,0.58791
118.4333,60,0.40688
118.4667,60,0.20806
118.5,60,0.0001549
118.5333,60,-0.20776
118.5667,60,-0.4066
118.6,60,-0.58766
118.6333,60,-0.74304
118.6667,60,-0.86595
118.7,60,-0.95101
118.7333,60,-0.99451
118.7667,60,-0.99454
118.8,60,-0.9511
118.8333,60,-0.8661
118.8667,60,-0.74325
118.9,60,-0.58791
118.9333,60,-0.40688
118.9667,60,-0.20806
119,60,-0.00015555
119.0333,60,0.20776
119.0667,60,0.40659
119.1,60,0.58766
119.1333,60,0.74304
119.1667,60,0.86595
119.2,60,0.95101
119.2333,60,0.99451
119.2667,60,0.99454
119.3,60,0.9511
119.3333,60,0.8661
119.3667,60,0.74325
119.4,60,0.58791
119.4333,60,0.40688
119.4667,60,0.20806
119.5,60,0.00015621
119.5333,60,-0.20776
119.5667,60,-0.40659
119.6,60,-0.58766
119.6333,60,-0.74304
119.6667,60,-0.86595
119.7,60,-0.95101
119.7333,60,-0.99451
119.7667,60,-0.99454
119.8,60,-0.9511
119.8333,60,-0.8661
119.8667,60,-0.74325
119.9,60,-0.58791
119.9333,60,-0.40688
119.9667,60,-0.20807
120,60,-0.00015686
120.0333,60,0.20776
120.0667,60,0.40659
120.1,60,0.58766
120.1333,60,0.74304
120.1667,60,0.86595
120.2,60,0.95101
120.2333,60,0.99451
120.2667,60,0.99454
120.3,60,0.95111
120.3333,60,0.8661
120.3667,60,0.74325
120.4,60,0.58791
120.4333,60,0.40688
120.4667,60,0.20807
120.5,60,0.00015752
120.5333,60,-0.20776
120.5667,60,-0.40659
120.6,60,-0.58766
120.6333,60,-0.74304
120.6667,60,-0.86595
120.7,60,-0.95101
120.7333,60,-0.99451
120.7667,60,-0.99454
120.8,60,-0.95111
120.8333,60,-0.8661
120.8667,60,-0.74325
120.9,60,-0.58791
120.9333,60,-0.40688
120.9667,60,-0.20807
121,60,-0.00015817
121.0333,60,0.20776
121.0667,60,0.40659
121.1,60,0.58766
121.1333,60,0.74304
121.1667,60,0.86595
121.2,60,0.95101
121.2333,60,0.99451
121.2667,60,0.99454
121.3,60,0.95111
121.3333,60,0.8661
121.3667,60,0.74325
121.4,60,0.58791
121.4333,60,0.40688
121.4667,60,0.20807
121.5,60,0.00015882
121.5333,60,-0.20776
121.5667,60,-0.40659
121.6,60,-0.58766
121.6333,60,-0.74304
121.6667,60,-0.86595
121.7,60,-0.95101
121.7333,60,-0.99451
121.7667,60,-0.99454
121.8,60,-0.95111
121.8333,60,-0.86611
121.8667,60,-0.74325
121.9,60,-0.58791
121.9333,60,-0.40688
121.9667,60,-0.20807
122,60,-0.00015948
122.0333,60,0.20776
122.0667,60,0.40659
122.1,60,0.58766
122.1333,60,0.74304
122.1667,60,0.86595
122.2,60,0.95101
122.2333,60,0.99451
122.2667,60,0.99454
122.3,60,0.95111
122.3333,60,0.86611
122.3667,60,0.74325
122.4,60,0.58791
122.4333,60,0.40688
122.4667,60,0.20807
122.5,60,0.00016013
122.5333,60,-0.20776
122.5667,60,-0.40659
122.6,60,-0.58766
122.6333,60,-0.74304
122.6667,60,-0.86595
122.7,60,-0.95101
122.7333,60,-0.99451
122.7667,60,-0.99454
122.8,60,-0.95111
122.8333,60,-0.86611
122.8667,60,-0.74325
122.9,60,-0.58792
122.9333,60,-0.40688
122.9667,60,-0.20807
123,60,-0.00016078
123.0333,60,0.20775
123.0667,60,0.40659
123.1,60,0.58766
123.1333,60,0.74304
123.1667,60,0.86594
123.2,60,0.95101
123.2333,60,0.99451
123.2667,60,0.99454
123.3,60,0.95111
123.3333,60,0.86611
123.3667,60,0.74325
123.4,60,0.58792
123.4333,60,0.40688
123.4667,60,0.20807
123.5,60,0.00016144
123.5333,60,-0.20775
123.5667,60,-0.40659
123.6,60,-0.58765
123.6333,60,-0.74304
123.6667,60,-0.86594
123.7,60,-0.95101
123.7333,60,-0.9945
123.7667,60,-0.99454
123.8,60,-0.95111
123.8333,60,-0.86611
123.8667,60,-0.74325
123.9,60,-0.58792
123.9333,60,-0.40688
123.9667,60,-0.20807
124,60,-0.00016209
124.0333,60,0.20775
124.0667,60,0.40659
124.1,60,0.58765
124.1333,60,0.74304
124.1667,60,0.86594
124.2,60,0.95101
124.2333,60,0.9945
124.2667,60,0.99454
124.3,60,0.95111
124.3333,60,0.86611
124.3667,60,0.74325
124.4,60,0.58792
124.4333,60,0.40689
124.4667,60,0.20807
124.5,60,0.00016274
124.5333,60,-0.20775
124.5667,60,-0.40659
124.6,60,-0.58765
124.6333,60,-0.74304
124.6667,60,-0.86594
124.7,60,-0.95101
124.7333,60,-0.9945
124.7667,60,-0.99454
124.8,60,-0.95111
124.8333,60,-0.86611
124.8667,60,-0.74325
124.9,60,-0.58792
124.9333,60,-0.40689
124.9667,60,-0.20807
125,60,-0.0001634
125.0333,60,0.20775
125.0667,60,0.40659
125.1,60,0.58765
125.1333,60,0.74304
125.1667,60,0.86594
125.2,60,0.95101
125.2333,60,0.9945
125.2667,60,0.99454
125.3,60,0.95111
125.3333,60,0.86611
125.3667,60,0.74325
125.4,60,0.58792
125.4333,60,0.40689
125.4667,60,0.20807
125.5,60,0.00016405
125.5333,60,-0.20775
125.5667,60,-0.40659
125.6,60,-0.58765
125.6333,60,-0.74303
125.6667,60,-0.86594
125.7,60,-0.95101
125.7333,60,-0.9945
125.7667,60,-0.99454
125.8,60,-0.95111
125.8333,60,-0.86611
125.8667,60,-0.74325
125.9,60,-0.58792
125.9333,60,-0.40689
125.9667,60,-0.20807
126,60,-0.0001647
126.0333,60,0.20775
126.0667,60,0.40659
126.1,60,0.58765
126.1333,60,0.74303
126.1667,60,0.86594
126.2,60,0.95101
126.2333,60,0.9945
126.2667,60,0.99454
126.3,60,0.95111
126.3333,60,0.86611
126.3667,60,0.74326
126.4,60,0.58792
126.4333,60,0.40689
126.4667,60,0.20807
126.5,60,0.00016536
126.5333,60,-0.20775
126.5667,60,-0.40659
126.6,60,-0.58765
126.6333,60,-0.74303
126.6667,60,-0.86594
126.7,60,-0.95101
126.7333,60,-0.9945
126.7667,60,-0.99454
126.8,60,-0.95111
126.8333,60,-0.86611
126.8667,60,-0.74326
126.9,60,-0.58792
126.9333,60,-0.40689
126.9667,60,-0.20807
127,60,-0.00016601
127.0333,60,0.20775
127.0667,60,0.40658
127.1,60,0.58765
127.1333,60,0.74303
127.1667,60,0.86594
127.2,60,0.95101
127.2333,60,0.9945
127.2667,60,0.99454
127.3,60,0.95111
127.3333,60,0.86611
127.3667,60,0.74326
127.4,60,0.58792
127.4333,60,0.40689
127.4667,60,0.20807
127.5,60,0.00016667
127.5333,60,-0.20775
127.5667,60,-0.40658
127.6,60,-0.58765
127.6333,60,-0.74303
127.6667,60,-0.86594
127.7,60,-0.951
127.7333,60,-0.9945
127.7667,60,-0.99454
127.8,60,-0.95111
127.8333,60,-0.86611
127.8667,60,-0.74326
127.9,60,-0.58792
127.9333,60,-0.40689
127.9667,60,-0.20808
128,60,-0.00016732
128.0333,60,0.20775
128.0667,60,0.40658
128.1,60,0.58765
128.1333,60,0.74303
128.1667,60,0.86594
128.2,60,0.951
128.2333,60,0.9945
128.2667,60,0.99454
128.3,60,0.95111
128.3333,60,0.86611
128.3667,60,0.74326
128.4,60,0.58792
128.4333,60,0.40689
128.4667,60,0.20808
128.5,60,0.00016797
128.5333,60,-0.20775
128.5667,60,-0.40658
128.6,60,-0.58765
128.6333,60,-0.74303
128.6667,60,-0.86594
128.7,60,-0.951
128.7333,60,-0.9945
128.7667,60,-0.99454
128.8,60,-0.95111
128.8333,60,-0.86611
128.8667,60,-0.74326
128.9,60,-0.58792
128.9333,60,-0.40689
128.9667,60,-0.20808
129,60,-0.00016863
129.0333,60,0.20775
129.0667,60,0.40658
129.1,60,0.58765
129.1333,60,0.74303
129.1667,60,0.86594
129.2,60,0.951
129.2333,60,0.9945
129.2667,60,0.99454
129.3,60,0.95111
129.3333,60,0.86611
129.3667,60,0.74326
129.4,60,0.58792
129.4333,60,0.40689
129.4667,60,0.20808
129.5,60,0.00016928
129.5333,60,-0.20775
129.5667,60,-0.40658
129.6,60,-0.58765
129.6333,60,-0.74303
129.6667,60,-0.86594
129.7,60,-0.951
129.7333,60,-0.9945
129.7667,60,-0.99454
129.8,60,-0.95111
129.8333,60,-0.86611
129.8667,60,-0.74326
129.9,60,-0.58792
129.9333,60,-0.40689
129.9667,60,-0.20808
130,60,-0.00016993
130.0333,60,0.20775
130.0667,60,0.40658
130.1,60,0.58765
130.1333,60,0.74303
130.1667,60,0.86594
130.2,60,0.951
130.2333,60,0.9945
130.2667,60,0.99454
130.3,60,0.95111
130.3333,60,0.86611
130.3667,60,0.74326
130.4,60,0.58792
130.4333,60,0.40689
130.4667,60,0.20808
130.5,60,0.00017059
130.5333,60,-0.20774
130.5667,60,-0.40658
130.6,60,-0.58765
130.6333,60,-0.74303
130.6667,60,-0.86594
130.7,60,-0.951
130.7333,60,-0.9945
130.7667,60,-0.99454
130.8,60,-0.95111
130.8333,60,-0.86611
130.8667,60,-0.74326
130.9,60,-0.58792
130.9333,60,-0.40689
130.9667,60,-0.20808
131,60,-0.00017124
131.0333,60,0.20774
131.0667,60,0.40658
131.1,60,0.58765
131.1333,60,0.74303
131.1667,60,0.86594
131.2,60,0.951
131.2333,60,0.9945
131.2667,60,0.99454
131.3,60,0.95111
131.3333,60,0.86611
131.3667,60,0.74326
131.4,60,0.58792
131.4333,60,0.40689
131.4667,60,0.20808
131.5,60,0.00017189
131.5333,60,-0.20774
131.5667,60,-0.40658
131.6,60,-0.58765
131.6333,60,-0.74303
131.6667,60,-0.86594
131.7,60,-0.951
131.7333,60,-0.9945
131.7667,60,-0.99454
131.8,60,-0.95111
131.8333,60,-0.86611
131.8667,60,-0.74326
131.9,60,-0.58792
131.9333,60,-0.40689
131.9667,60,-0.20808
132,60,-0.00017255
132.0333,60,0.20774
132.0667,60,0.40658
132.1,60,0.58765
132.1333,60,0.74303
132.1667,60,0.86594
132.2,60,0.951
132.2333,60,0.9945
132.2667,60,0.99454
132.3,60,0.95111
132.3333,60,0.86611
132.3667,60,0.74326
132.4,60,0.58793
132.4333,60,0.40689
132.4667,60,0.20808
132.5,60,0.0001732
132.5333,60,-0.20774
132.5667,60,-0.40658
132.6,60,-0.58765
132.6333,60,-0.74303
132.6667,60,-0.86594
132.7,60,-0.951
132.7333,60,-0.9945
132.7667,60,-0.99454
132.8,60,-0.95111
132.8333,60,-0.86611
132.8667,60,-0.74326
132.9,60,-0.58793
132.9333,60,-0.4069
132.9667,60,-0.20808
133,60,-0.00017385
133.0333,60,0.20774
133.0667,60,0.40658
133.1,60,0.58764
133.1333,60,0.74303
133.1667,60,0.86594
133.2,60,0.951
133.2333,60,0.9945
133.2667,60,0.99454
133.3,60,0.95111
133.3333,60,0.86611
133.3667,60,0.74326
133.4,60,0.58793
133.4333,60,0.4069
133.4667,60,0.20808
133.5,60,0.00017451
133.5333,60,-0.20774
133.5667,60,-0.40658
133.6,60,-0.58764
133.6333,60,-0.74303
133.6667,60,-0.86594
133.7,60,-0.951
133.7333,60,-0.9945
133.7667,60,-0.99454
133.8,60,-0.95111
133.8333,60,-0.86611
133.8667,60,-0.74326
133.9,60,-0.58793
133.9333,60,-0.4069
133.9667,60,-0.20808
134,60,-0.00017516
134.0333,60,0.20774
134.0667,60,0.40658
134.1,60,0.58764
134.1333,60,0.74303
134.1667,60,0.86594
134.2,60,0.951
134.2333,60,0.9945
134.2667,60,0.99454
134.3,60,0.95111
134.3333,60,0.86611
134.3667,60,0.74326
134.4,60,0.58793
134.4333,60,0.4069
134.4667,60,0.20808
134.5,60,0.00017582
134.5333,60,-0.20774
134.5667,60,-0.40658
134.6,60,-0.58764
134.6333,60,-0.74303
134.6667,60,-0.86594
134.7,60,-0.951
134.7333,60,-0.9945
134.7667,60,-0.99454
134.8,60,-0.95111
134.8333,60,-0.86611
134.8667,60,-0.74326
134.9,60,-0.58793
134.9333,60,-0.4069
134.9667,60,-0.20808
135,60,-0.00017647
135.0333,60,0.20774
135.0667,60,0.40658
135.1,60,0.58764
135.1333,60,0.74303
135.1667,60,0.86594
135.2,60,0.951
135.2333,60,0.9945
135.2667,60,0.99454
135.3,60,0.95111
135.3333,60,0.86611
135.3667,60,0.74326
135.4,60,0.58793
135.4333,60,0.4069
135.4667,60,0.20808
135.5,60,0.00017712
135.5333,60,-0.20774
135.5667,60,-0.40657
135.6,60,-0.58764
135.6333,60,-0.74303
135.6667,60,-0.86594
135.7,60,-0.951
135.7333,60,-0.9945
135.7667,60,-0.99454
135.8,60,-0.95111
135.8333,60,-0.86611
135.8667,60,-0.74326
135.9,60,-0.58793
135.9333,60,-0.4069
135.9667,60,-0.20809
136,60,-0.00017778
136.0333,60,0.20774
136.0667,60,0.40657
136.1,60,0.58764
136.1333,60,0.74303
136.1667,60,0.86594
136.2,60,0.951
136.2333,60,0.9945
136.2667,60,0.99454
136.3,60,0.95111
136.3333,60,0.86611
136.3667,60,0.74326
136.4,60,0.58793
136.4333,60,0.4069
136.4667,60,0.20809
136.5,60,0.00017843
136.5333,60,-0.20774
136.5667,60,-0.40657
136.6,60,-0.58764
136.6333,60,-0.74303
136.6667,60,-0.86594
136.7,60,-0.951
136.7333,60,-0.9945
136.7667,60,-0.99454
136.8,60,-0.95111
136.8333,60,-0.86611
136.8667,60,-0.74326
136.9,60,-0.58793
136.9333,60,-0.4069
136.9667,60,-0.20809
137,60,-0.00017908
137.0333,60,0.20774
137.0667,60,0.40657
137.1,60,0.58764
137.1333,60,0.74302
137.1667,60,0.86594
137.2,60,0.951
137.2333,60,0.9945
137.2667,60,0.99454
137.3,60,0.95111
137.3333,60,0.86612
137.3667,60,0.74326
137.4,60,0.58793
137.4333,60,0.4069
137.4667,60,0.20809
137.5,60,0.00017974
137.5333,60,-0.20774
137.5667,60,-0.40657
137.6,60,-0.58764
137.6333,60,-0.74302
137.6667,60,-0.86594
137.7,60,-0.951
137.7333,60,-0.9945
137.7667,60,-0.99454
137.8,60,-0.95111
137.8333,60,-0.86612
137.8667,60,-0.74327
137.9,60,-0.58793
137.9333,60,-0.4069
137.9667,60,-0.20809
138,60,-0.00018039
138.0333,60,0.20774
138.0667,60,0.40657
138.1,60,0.58764
138.1333,60,0.74302
138.1667,60,0.86594
138.2,60,0.951
138.2333,60,0.9945
138.2667,60,0.99454
138.3,60,0.95111
138.3333,60,0.86612
138.3667,60,0.74327
138.4,60,0.58793
138.4333,60,0.4069
138.4667,60,0.20809
138.5,60,0.00018104
138.5333,60,-0.20773
138.5667,60,-0.40657
138.6,60,-0.58764
138.6333,60,-0.74302
138.6667,60,-0.86593
138.7,60,-0.951
138.7333,60,-0.9945
138.7667,60,-0.99454
138.8,60,-0.95111
138.8333,60,-0.86612
138.8667,60,-0.74327
138.9,60,-0.58793
138.9333,60,-0.4069
138.9667,60,-0.20809
139,60,-0.0001817
139.0333,60,0.20773
139.0667,60,0.40657
139.1,60,0.58764
139.1333,60,0.74302
139.1667,60,0.86593
139.2,60,0.951
139.2333,60,0.9945
139.2667,60,0.99454
139.3,60,0.95111
139.3333,60,0.86612
139.3667,60,0.74327
139.4,60,0.58793
139.4333,60,0.4069
139.4667,60,0.20809
139.5,60,0.00018235
139.5333,60,-0.20773
139.5667,60,-0.40657
139.6,60,-0.58764
139.6333,60,-0.74302
139.6667,60,-0.86593
139.7,60,-0.951
139.7333,60,-0.9945
139.7667,60,-0.99454
139.8,60,-0.95111
139.8333,60,-0.86612
139.8667,60,-0.74327
139.9,60,-0.58793
139.9333,60,-0.4069
139.9667,60,-0.20809
140,60,-0.00018301
140.0333,60,0.20773
140.0667,60,0.40657
140.1,60,0.58764
140.1333,60,0.74302
140.1667,60,0.86593
140.2,60,0.951
140.2333,60,0.9945
140.2667,60,0.99454
140.3,60,0.95111
140.3333,60,0.86612
140.3667,60,0.74327
140.4,60,0.58793
140.4333,60,0.4069
140.4667,60,0.20809
140.5,60,0.00018366
140.5333,60,-0.20773
140.5667,60,-0.40657
140.6,60,-0.58764
140.6333,60,-0.74302
140.6667,60,-0.86593
140.7,60,-0.951
140.7333,60,-0.9945
140.7667,60,-0.99454
140.8,60,-0.95111
140.8333,60,-0.86612
140.8667,60,-0.74327
140.9,60,-0.58793
140.9333,60,-0.4069
140.9667,60,-0.20809
141,60,-0.00018431
141.0333,60,0.20773
141.0667,60,0.40657
141.1,60,0.58764
141.1333,60,0.74302
141.1667,60,0.86593
141.2,60,0.951
141.2333,60,0.9945
141.2667,60,0.99454
141.3,60,0.95111
141.3333,60,0.86612
141.3667,60,0.74327
141.4,60,0.58793
141.4333,60,0.40691
141.4667,60,0.20809
141.5,60,0.00018497
141.5333,60,-0.20773
141.5667,60,-0.40657
141.6,60,-0.58764
141.6333,60,-0.74302
141.6667,60,-0.86593
141.7,60,-0.951
141.7333,60,-0.9945
141.7667,60,-0.99454
141.8,60,-0.95111
141.8333,60,-0.86612
141.8667,60,-0.74327
141.9,60,-0.58794
141.9333,60,-0.40691
141.9667,60,-0.20809
142,60,-0.00018562
142.0333,60,0.20773
142.0667,60,0.40657
142.1,60,0.58763
142.1333,60,0.74302
142.1667,60,0.86593
142.2,60,0.951
142.2333,60,0.9945
142.2667,60,0.99454
142.3,60,0.95111
142.3333,60,0.86612
142.3667,60,0.74327
142.4,60,0.58794
142.4333,60,0.40691
142.4667,60,0.20809
142.5,60,0.00018627
142.5333,60,-0.20773
142.5667,60,-0.40657
142.6,60,-0.58763
142.6333,60,-0.74302
142.6667,60,-0.86593
142.7,60,-0.951
142.7333,60,-0.9945
142.7667,60,-0.99454
142.8,60,-0.95111
142.8333,60,-0.86612
142.8667,60,-0.74327
142.9,60,-0.58794
142.9333,60,-0.40691
142.9667,60,-0.20809
143,60,-0.00018693
143.0333,60,0.20773
143.0667,60,0.40657
143.1,60,0.58763
143.1333,60,0.74302
143.1667,60,0.86593
143.2,60,0.951
143.2333,60,0.9945
143.2667,60,0.99454
143.3,60,0.95111
143.3333,60,0.86612
143.3667,60,0.74327
143.4,60,0.58794
143.4333,60,0.40691
143.4667,60,0.2081
143.5,60,0.00018758
143.5333,60,-0.20773
143.5667,60,-0.40657
143.6,60,-0.58763
143.6333,60,-0.74302
143.6667,60,-0.86593
143.7,60,-0.951
143.7333,60,-0.9945
143.7667,60,-0.99454
143.8,60,-0.95111
143.8333,60,-0.86612
143.8667,60,-0.74327
143.9,60,-0.58794
143.9333,60,-0.40691
143.9667,60,-0.2081
144,60,-0.00018823
144.0333,60,0.20773
144.0667,60,0.40656
144.1,60,0.58763
144.1333,60,0.74302
144.1667,60,0.86593
144.2,60,0.951
144.2333,60,0.9945
144.2667,60,0.99454
144.3,60,0.95111
144.3333,60,0.86612
144.3667,60,0.74327
144.4,60,0.58794
144.4333,60,0.40691
144.4667,60,0.2081
144.5,60,0.00018889
144.5333,60,-0.20773
144.5667,60,-0.40656
144.6,60,-0.58763
144.6333,60,-0.74302
144.6667,60,-0.86593
144.7,60,-0.951
144.7333,60,-0.9945
144.7667,60,-0.99454
144.8,60,-0.95111
144.8333,60,-0.86612
144.8667,60,-0.74327
144.9,60,-0.58794
144.9333,60,-0.40691
144.9667,60,-0.2081
145,60,-0.00018954
145.0333,60,0.20773
145.0667,60,0.40656
145.1,60,0.58763
145.1333,60,0.74302
145.1667,60,0.86593
145.2,60,0.951
145.2333,60,0.9945
145.2667,60,0.99454
145.3,60,0.95112
145.3333,60,0.86612
145.3667,60,0.74327
145.4,60,0.58794
145.4333,60,0.40691
145.4667,60,0.2081
145.5,60,0.00019019
145.5333,60,-0.20773
145.5667,60,-0.40656
145.6,60,-0.58763
145.6333,60,-0.74302
145.6667,60,-0.86593
145.7,60,-0.951
145.7333,60,-0.9945
145.7667,60,-0.99454
145.8,60,-0.95112
145.8333,60,-0.86612
145.8667,60,-0.74327
145.9,60,-0.58794
145.9333,60,-0.40691
145.9667,60,-0.2081
146,60,-0.00019085
146.0333,60,0.20772
146.0667,60,0.40656
146.1,60,0.58763
146.1333,60,0.74302
146.1667,60,0.86593
146.2,60,0.951
146.2333,60,0.9945
146.2667,60,0.99454
146.3,60,0.95112
146.3333,60,0.86612
146.3667,60,0.74327
146.4,60,0.58794
146.4333,60,0.40691
146.4667,60,0.2081
146.5,60,0.0001915
146.5333,60,-0.20772
146.5667,60,-0.40656
146.6,60,-0.58763
146.6333,60,-0.74302
146.6667,60,-0.86593
146.7,60,-0.951
146.7333,60,-0.9945
146.7667,60,-0.99454
146.8,60,-0.95112
146.8333,60,-0.86612
146.8667,60,-0.74327
146.9,60,-0.58794
146.9333,60,-0.40691
146.9667,60,-0.2081
147,60,-0.00019216
147.0333,60,0.20772
147.0667,60,0.40656
147.1,60,0.58763
147.1333,60,0.74302
147.1667,60,0.86593
147.2,60,0.951
147.2333,60,0.9945
147.2667,60,0.99454
147.3,60,0.95112
147.3333,60,0.86612
147.3667,60,0.74327
147.4,60,0.58794
147.4333,60,0.40691
147.4667,60,0.2081
147.5,60,0.00019281
147.5333,60,-0.20772
147.5667,60,-0.40656
147.6,60,-0.58763
147.6333,60,-0.74302
147.6667,60,-0.86593
147.7,60,-0.951
147.7333,60,-0.9945
147.7667,60,-0.99454
147.8,60,-0.95112
147.8333,60,-0.86612
147.8667,60,-0.74327
147.9,60,-0.58794
147.9333,60,-0.40691
147.9667,60,-0.2081
148,60,-0.00019346
148.0333,60,0.20772
148.0667,60,0.40656
148.1,60,0.58763
148.1333,60,0.74302
148.1667,60,0.86593
148.2,60,0.951
148.2333,60,0.9945
148.2667,60,0.99454
148.3,60,0.95112
148.3333,60,0.86612
148.3667,60,0.74327
148.4,60,0.58794
148.4333,60,0.40691
148.4667,60,0.2081
148.5,60,0.00019412
148.5333,60,-0.20772
148.5667,60,-0.40656
148.6,60,-0.58763
148.6333,60,-0.74301
148.6667,60,-0.86593
148.7,60,-0.951
148.7333,60,-0.9945
148.7667,60,-0.99454
148.8,60,-0.95112
148.8333,60,-0.86612
148.8667,60,-0.74328
148.9,60,-0.58794
148.9333,60,-0.40691
148.9667,60,-0.2081
149,60,-0.00019477
149.0333,60,0.20772
149.0667,60,0.40656
149.1,60,0.58763
149.1333,60,0.74301
149.1667,60,0.86593
149.2,60,0.951
149.2333,60,0.9945
149.2667,60,0.99454
149.3,60,0.95112
149.3333,60,0.86612
149.3667,60,0.74328
149.4,60,0.58794
149.4333,60,0.40692
149.4667,60,0.2081
149.5,60,0.00019542
149.5333,60,-0.20772
149.5667,60,-0.40656
149.6,60,-0.58763
149.6333,60,-0.74301
149.6667,60,-0.86593
149.7,60,-0.951
149.7333,60,-0.9945
149.7667,60,-0.99454
149.8,60,-0.95112
149.8333,60,-0.86612
149.8667,60,-0.74328
149.9,60,-0.58794
149.9333,60,-0.40692
149.9667,60,-0.2081
150,60,-0.00019608
150.0333,60,0.20772
150.0667,60,0.40656
150.1,60,0.58763
150.1333,60,0.74301
150.1667,60,0.86593
150.2,60,0.951
150.2333,60,0.9945
150.2667,60,0.99454
150.3,60,0.95112
150.3333,60,0.86612
150.3667,60,0.74328
150.4,60,0.58794
150.4333,60,0.40692
150.4667,60,0.2081
150.5,60,0.00019673
150.5333,60,-0.20772
150.5667,60,-0.40656
150.6,60,-0.58763
150.6333,60,-0.74301
150.6667,60,-0.86593
150.7,60,-0.951
150.7333,60,-0.9945
150.7667,60,-0.99454
150.8,60,-0.95112
150.8333,60,-0.86612
150.8667,60,-0.74328
150.9,60,-0.58794
150.9333,60,-0.40692
150.9667,60,-0.2081
151,60,-0.00019738
151.0333,60,0.20772
151.0667,60,0.40656
151.1,60,0.58763
151.1333,60,0.74301
151.1667,60,0.86593
151.2,60,0.951
151.2333,60,0.9945
151.2667,60,0.99454
151.3,60,0.95112
151.3333,60,0.86612
151.3667,60,0.74328
151.4,60,0.58795
151.4333,60,0.40692
151.4667,60,0.20811
151.5,60,0.00019804
151.5333,60,-0.20772
151.5667,60,-0.40656
151.6,60,-0.58762
151.6333,60,-0.74301
151.6667,60,-0.86593
151.7,60,-0.951
151.7333,60,-0.9945
151.7667,60,-0.99454
151.8,60,-0.95112
151.8333,60,-0.86612
151.8667,60,-0.74328
151.9,60,-0.58795
151.9333,60,-0.40692
151.9667,60,-0.20811
152,60,-0.00019869
152.0333,60,0.20772
152.0667,60,0.40656
152.1,60,0.58762
152.1333,60,0.74301
152.1667,60,0.86593
152.2,60,0.951
152.2333,60,0.9945
152.2667,60,0.99454
152.3,60,0.95112
152.3333,60,0.86612
152.3667,60,0.74328
152.4,60,0.58795
152.4333,60,0.40692
152.4667,60,0.20811
152.5,60,0.00019934
152.5333,60,-0.20772
152.5667,60,-0.40655
152.6,60,-0.58762
152.6333,60,-0.74301
